ICD10 Code,UCOD_Rec,UCOD_Ent,Contrib_Rec,Contrib_Ent,Match Type,Rule,Cause,RuleName,Occurrences
Q419,96,39,136,199,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",470
Q421,2,0,12,14,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",28
Q422,2,0,1,2,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",5
Q423,72,4,728,803,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1607
Q428,1,0,2,3,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",6
Q429,26,9,24,43,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",102
Q430,217,25,114,319,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",675
Q431,432,86,340,705,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1563
Q432,4,0,6,10,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",20
Q433,510,47,276,746,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1579
Q434,6,0,2,8,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",16
Q435,1,1,2,2,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",6
Q436,0,0,3,4,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",7
Q437,8,4,24,28,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",64
Q438,305,70,268,513,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1156
Q439,225,23,472,679,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1399
Q440,1,0,5,6,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",12
Q441,4,0,12,16,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",32
Q442,509,59,223,689,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1480
Q443,2,0,2,4,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",8
Q444,41,1,30,73,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",145
Q445,120,16,95,200,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",431
Q446,282,66,455,677,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1480
Q447,202,38,249,417,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",906
Q450,9,3,16,22,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",50
Q451,6,2,16,20,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",44
Q452,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q453,81,10,117,193,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",401
Q458,24,3,29,51,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",107
Q459,147,16,203,342,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",708
Q500,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q502,1,0,0,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q503,0,0,4,4,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",8
Q504,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q505,2,0,1,3,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",6
Q506,1,0,1,2,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",4
Q510,1,0,2,3,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",6
Q511,0,0,1,0,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1
Q512,2,0,6,9,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",17
Q513,3,1,7,9,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",20
Q514,1,0,0,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q515,0,0,2,2,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",4
Q517,1,0,0,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q518,3,0,4,7,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",14
Q519,7,3,15,19,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",44
Q520,1,0,5,6,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",12
Q521,0,0,1,2,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",3
Q522,1,0,2,3,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",6
Q524,1,0,6,7,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",14
Q525,0,0,2,2,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",4
Q526,1,0,1,2,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",4
Q527,1,0,4,5,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",10
Q528,0,0,15,15,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",30
Q529,13,2,41,53,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",109
Q532,1,0,11,12,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",24
Q539,5,2,37,40,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",84
Q542,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q543,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q544,0,0,2,2,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",4
Q548,0,0,2,2,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",4
Q549,21,1,78,98,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",198
Q550,0,0,4,4,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",8
Q551,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q552,0,0,3,3,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",6
Q554,3,1,15,17,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",36
Q555,1,0,5,6,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",12
Q556,0,0,31,31,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",62
Q558,3,0,25,28,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",56
Q559,19,4,31,48,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",102
Q560,1,0,6,7,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",14
Q561,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q564,21,1,193,213,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",428
Q600,403,5,1409,1813,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",3630
Q601,842,259,152,750,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2003
Q602,2151,584,998,2627,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",6360
Q603,4,1,7,10,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",22
Q604,29,5,15,39,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",88
Q605,276,30,212,464,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",982
Q606,1259,557,546,1269,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",3631
Q610,167,5,485,651,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1308
Q611,391,81,109,424,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1005
Q612,531,61,507,982,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2081
Q613,8467,907,6898,14554,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",30826
Q614,1159,160,1001,2021,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",4341
Q615,60,4,102,159,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",325
Q618,7,0,3,10,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",20
Q619,434,110,353,745,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1642
Q620,60,7,132,186,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",385
Q621,17,2,28,43,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",90
Q622,2,0,6,8,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",16
Q623,27,2,29,54,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",112
Q624,2,1,7,8,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",18
Q625,2,0,6,8,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",16
Q626,1,0,1,2,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",4
Q627,15,2,8,21,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",46
Q628,9,1,12,20,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",42
Q630,1,0,8,9,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",18
Q631,56,3,267,321,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",647
Q632,2,1,44,45,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",92
Q633,12,1,24,35,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",72
Q638,11,2,24,33,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",70
Q639,397,63,312,727,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1499
Q640,0,0,3,3,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",6
Q641,33,5,82,112,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",232
Q642,260,12,145,398,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",815
Q643,224,20,98,302,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",644
Q644,10,2,14,23,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",49
Q645,11,0,148,161,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",320
Q646,1,0,1,2,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",4
Q647,43,5,69,110,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",227
Q648,49,7,26,69,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",151
Q649,43,4,35,92,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",174
Q651,1,0,5,6,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",12
Q652,4,2,36,38,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",80
Q654,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q655,0,0,3,3,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",6
Q656,0,0,4,4,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",8
Q658,9,2,141,148,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",300
Q659,2,0,9,11,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",22
Q660,3,2,35,36,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",76
Q661,1,0,0,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q663,0,0,3,3,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",6
Q664,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q665,1,1,3,6,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",11
Q666,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q667,0,1,2,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",4
Q668,11,2,225,235,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",473
Q669,0,0,13,15,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",28
Q670,1,0,4,5,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",10
Q671,0,0,1,1,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",2
Q672,2,1,20,21,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",44
Q673,2,0,8,10,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",20
Q674,0,1,6,5,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",12
Q675,262,12,261,516,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",1051
Q676,59,1,199,261,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",520
Q677,8,1,33,40,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",82
Q678,117,17,159,262,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",555
Q680,0,0,6,6,hash,Q00-Q99,Other natural,"Q00-Q99 (Congenital malformations, deformations and chromosomal abnormalities)",12
